arquivo_fonte,tipo_resposta,question_id,question,expected_question,context,llm_answer,answer_relevancy_score,answer_relevancy_reason,faithfulness_score,faithfulness_reason,contextual_relevancy_score,contextual_relevancy_reason,contextual_recall_score,contextual_recall_reason,correctness_score,correctness_reason,completeness_score,completeness_reason,geological_adequacy_score,geological_adequacy_reason,ontology_alignment_score,ontology_alignment_reason,rouge1_precision,rouge1_recall,rouge1_fmeasure,rouge2_precision,rouge2_recall,rouge2_fmeasure,rougeL_precision,rougeL_recall,rougeL_fmeasure,exact_match,token_f1,eval_error
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1292,O que representa a fácies sísmica interpretada?,sedimentos clásticos finos,,"A fácies sísmica interpretada representa diferentes tipos de litotipos no reservatório: onde domina o amarelo, arenitos muito porosos; onde predomina o verde, sedimentos clásticos finos; e onde predomina o azul, margas e calcilutitos.",1.0,"The score is 1.00 because the response is fully relevant to the question ""O que representa a fácies sísmica interpretada?"" and contains no irrelevant statements. It stays focused on the requested topic, so this is an excellent result.",,Skipped: empty context.,,Skipped: empty context.,,Skipped: empty context.,0.1,"The expected output is specifically ""sedimentos clásticos finos"", but the actual output expands the interpretation to three lithotype categories and says the fácies represents ""diferentes tipos de litotipos no reservatório"". This introduces factual content not supported by the expected answer and contradicts it by implying multiple facies meanings instead of the single expected interpretation from the test case.",0.9,"The expected output identifies a single essential fact: the interpreted seismic facies represents ""sedimentos clásticos finos"". The actual output includes that exact element by stating that the green-dominant area corresponds to ""sedimentos clásticos finos,"" so it covers the core expected relation. A small deduction is warranted because it adds extra unsupported details about yellow and blue facies and multiple lithotypes, which go beyond the expected answer.",0.2,"The response uses some geological terms appropriately, such as 'litotipos', 'reservatório', 'sedimentos clásticos finos', 'margas' and 'calcilutitos', which shows partial domain language. However, it does not align with the expected interpretation for the input, which is specifically 'sedimentos clásticos finos'. Instead, it expands the seismic facies into multiple color-based lithology assignments ('amarelo' = porous sandstones, 'verde' = fine clastics, 'azul' = marls/calcilutites) that are unsupported by the expected output and introduce extra reservoir and lithologic interpretations. This overinterpretation and mismatch with the expected geological entity strongly reduce alignment.",0.4,"The expected geological interpretation is specifically ""sedimentos clásticos finos"", but the actual output expands the fácies sísmica into three lithologic classes and only one of them matches the expected concept. This weakens semantic alignment because it assigns multiple facies-to-lithotype relations instead of identifying the intended interpreted facies. Although it uses plausible geological terms like arenitos, margas, and calcilutitos, the answer does not stay focused on the single expected class from the test case.",0.10810810810810811,1.0,0.1951219512195122,0.08333333333333333,1.0,0.15384615384615385,0.10810810810810811,1.0,0.1951219512195122,0.0,0.16666666666666669,
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1292,O que representa a fácies sísmica interpretada?,sedimentos clásticos finos,,"A fácies sísmica interpretada representa o padrão sísmico associado a litotipos específicos, como arenitos muito porosos, sedimentos clásticos finos e margas/calcilutitos, indicando a distribuição e predominância dessas rochas no volume do reservatório.",1.0,"The score is 1.00 because the response stays fully focused on explaining what the interpreted seismic facies represents, with no irrelevant content. It directly addresses the input clearly and appropriately.",,Skipped: empty context.,,Skipped: empty context.,,Skipped: empty context.,0.4,"The actual output partially aligns because it includes the expected concept ""sedimentos clásticos finos"", but it does not match the expected output directly and adds unsupported categories like ""arenitos muito porosos"" and ""margas/calcilutitos"". Since the expected answer is specifically only ""sedimentos clásticos finos"", these additions create factual overreach relative to the test case and should be penalized.",0.7,"The expected output identifies a specific interpreted seismic facies as ""sedimentos clásticos finos"". The actual output includes that key element, correctly stating that the facies is associated with ""sedimentos clásticos finos"", but it also adds other lithotypes like ""arenitos muito porosos"" and ""margas/calcilutitos"" that are not supported by the expected answer. This means it covers the essential fact but is less precise than required for the test case.",0.3,"The response uses some appropriate geological terminology such as 'fácies sísmica', 'litotipos', 'sedimentos clásticos finos' and 'reservatório', which aligns partially with the domain. However, it does not match the expected interpretation, which is specifically 'sedimentos clásticos finos'. It adds unsupported entities like 'arenitos muito porosos' and 'margas/calcilutitos', broadening the interpretation beyond the test case and weakening semantic precision. This reduces alignment with the expected geological relation and interpretation.",0.4,"The actual output partially aligns by including the expected concept ""sedimentos clásticos finos"", but it broadens the interpretation to multiple lithotypes (""arenitos muito porosos"" and ""margas/calcilutitos"") and adds reservoir distribution claims not present in the expected output. This reduces semantic precision for the geological entity asked, since the expected answer identifies a specific interpreted fácies rather than a broader set of possible rock types.",0.09523809523809523,1.0,0.17391304347826084,0.07317073170731707,1.0,0.13636363636363635,0.09523809523809523,1.0,0.17391304347826084,0.0,0.17142857142857143,
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1304,O que guia a curva vertical de proporções na matriz de proporções para a unidade genética superior do reservatório de Namorado?,respectiva fácies sísmica,,A curva vertical de proporções na matriz de proporções para a unidade genética superior do reservatório de Namorado é guiada pela fácies sísmica respectiva.,1.0,"The score is 1.00 because the answer is fully focused on what guides the vertical proportion curve in the proportion matrix for the upper genetic unit of the Namorado reservoir, with no irrelevant statements. Great job staying precise and directly aligned with the question.",,Skipped: empty context.,,Skipped: empty context.,,Skipped: empty context.,1.0,"The actual output matches the expected meaning exactly: it states that the curva vertical de proporções é guiada pela ""fácies sísmica respectiva,"" which corresponds directly to the expected output ""respectiva fácies sísmica."" There are no factual contradictions or mistakes, and the extra wording about the matriz de proporções e a unidade genética superior do reservatório de Namorado is consistent with the input rather than incorrect.",1.0,"The actual output captures the essential relation from the expected output: the curva vertical de proporções é guiada pela respectiva fácies sísmica for the unidade genética superior do reservatório de Namorado. It includes the key entity and relation from the test case, with only added explanatory wording and no omission of important information.",1.0,"The response matches the expected geological relation exactly: it identifies that the curva vertical de proporções is guided by the respectiva fácies sísmica for the unidade genética superior do reservatório de Namorado. It uses appropriate domain terminology such as ""matriz de proporções"", ""unidade genética"", ""reservatório"", and ""fácies sísmica"", with no misuse of stratigraphic or reservoir concepts. The wording is slightly more complete than the expected output but remains semantically equivalent and geologically coherent.",1.0,"The actual output is semantically equivalent to the expected output: it identifies that the curva vertical de proporções for the unidade genética superior do reservatório de Namorado is guided by the respectiva fácies sísmica. It preserves the correct geological entity and relation without concept confusion or inversion, and the added phrasing remains aligned with the expected meaning.",0.1724137931034483,1.0,0.29411764705882354,0.10714285714285714,0.75,0.1875,0.13793103448275862,0.8,0.2352941176470588,0.0,0.2222222222222222,
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1304,O que guia a curva vertical de proporções na matriz de proporções para a unidade genética superior do reservatório de Namorado?,respectiva fácies sísmica,,A curva vertical de proporções na matriz de proporções para a unidade genética superior do reservatório de Namorado é guiada pela respectiva fácies sísmica interpretada.,1.0,"The score is 1.00 because the response is fully focused on answering what guides the vertical proportion curve in the proportion matrix for the upper genetic unit of the Namorado reservoir, with no irrelevant statements. Great job staying directly on topic.",,Skipped: empty context.,,Skipped: empty context.,,Skipped: empty context.,1.0,"The actual output matches the expected content: it identifies that the curva vertical de proporções é guiada pela ""respectiva fácies sísmica"" for the unidade genética superior do reservatório de Namorado. The added wording is harmless elaboration and does not introduce any factual contradiction or mistake relative to the expected output.",1.0,"The actual output fully captures the essential expected element from the test case: that the curva vertical de proporções é guiada pela respectiva fácies sísmica for the unidade genética superior do reservatório de Namorado. It preserves the key relation and entities from the input, only adding harmless contextual wording.",1.0,"The response aligns closely with the expected geological concept by identifying that the curva vertical de proporções is guided by the ""respectiva fácies sísmica interpretada,"" which matches the expected ""respectiva fácies sísmica."" It uses appropriate domain terminology such as ""fácies sísmica"" and ""reservatório de Namorado"" coherently, with only a minor addition of ""interpretada"" and extra phrasing beyond the concise expected form.",1.0,"The actual output is semantically aligned with the expected output: it correctly identifies that the curva vertical de proporções for the unidade genética superior do reservatório de Namorado is guided by the respectiva fácies sísmica. It preserves the key geological entity and relation without concept confusion, inversion, or misuse of domain-specific meaning. Although more verbose than the expected output, it remains accurate and concise.",0.16666666666666666,1.0,0.2857142857142857,0.13793103448275862,1.0,0.2424242424242424,0.16666666666666666,1.0,0.2857142857142857,0.0,0.21428571428571425,
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1305,Qual fácies sísmica é interpretada como sedimentos clásticos finos na matriz de proporções?,verde,,A fácies sísmica interpretada como sedimentos clásticos finos na matriz de proporções é a que aparece dominante na cor verde.,1.0,"The score is 1.00 because the response is fully relevant to the question, directly addressing which fácies sísmica is interpreted as sedimentos clásticos finos na matriz de proporções, with no irrelevant statements. Great job keeping the answer focused and on-topic.",,Skipped: empty context.,,Skipped: empty context.,,Skipped: empty context.,1.0,"The expected output is simply ""verde"", and the actual output correctly identifies the relevant fácies sísmica as the one ""dominante na cor verde"". This preserves the core meaning from the test case input about sedimentos clásticos finos na matriz de proporções, with no factual contradiction. The extra wording is stylistic and should not be penalized.",1.0,"The expected output contains a single essential element: the facies identified as ""verde"". The actual output explicitly states that the relevant fácies is the one ""dominante na cor verde,"" which correctly captures the key fact from the test case input about sedimentos clásticos finos. Although more verbose than expected, it includes the required answer with no important omissions.",0.9,"The response correctly identifies the expected geological item, 'verde', and uses appropriate domain language such as 'fácies sísmica' and 'sedimentos clásticos finos'. It is semantically coherent and aligned with the input interpretation. A small deduction is warranted because it adds extra wording ('a que aparece dominante na cor verde') rather than giving the minimal expected output exactly.",1.0,"The actual output semantically matches the expected output by identifying the fácies sísmica as the one dominant in green, which aligns directly with the expected answer ""verde"". It preserves the key geological meaning from the input about sedimentos clásticos finos in the matriz de proporções, with no concept confusion, wrong relation, or domain misuse.",0.043478260869565216,1.0,0.08333333333333333,0.0,0.0,0.0,0.043478260869565216,1.0,0.08333333333333333,0.0,0.09523809523809523,
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1305,Qual fácies sísmica é interpretada como sedimentos clásticos finos na matriz de proporções?,verde,,A fácies sísmica interpretada como sedimentos clásticos finos na matriz de proporções é a fácies associada à predominância da cor verde na matriz.,1.0,"The score is 1.00 because the answer is fully relevant to the question, directly addressing which fácies sísmica is interpreted as sedimentos clásticos finos na matriz de proporções, with no irrelevant statements. Great job staying precise and on-topic.",,Skipped: empty context.,,Skipped: empty context.,,Skipped: empty context.,1.0,"The actual output matches the expected answer for the input asking which fácies sísmica corresponds to sedimentos clásticos finos na matriz de proporções: it correctly identifies ""verde"" as the relevant facies. The extra phrasing about ""a fácies associada à predominância da cor verde na matriz"" is a harmless wording difference and does not introduce any factual contradiction or mistake relative to the expected output.",1.0,"The response correctly identifies the expected element from the test case: the fácies sísmica interpreted as sedimentos clásticos finos is associated with ""verde"". Although it is more verbose than the expected output, it preserves the essential fact and relation from the input without omitting any key information.",1.0,"The response correctly identifies the geological entity expected by the test case: the facies corresponding to 'verde' in the matriz de proporções, matching the expected output. It uses appropriate domain language such as 'fácies sísmica' and 'sedimentos clásticos finos' without introducing incorrect lithologic, stratigraphic, or reservoir concepts. Although more verbose than the expected single-word answer, the interpretation remains semantically coherent and geologically appropriate.",1.0,"The actual output is semantically aligned with the expected answer because it identifies the seismic facies as the one associated with the predominance of the color verde, which matches the expected output 'verde'. It stays consistent with the geological concept in the input about 'sedimentos clásticos finos na matriz de proporções' and does not introduce concept confusion or invert any relation.",0.037037037037037035,1.0,0.07142857142857142,0.0,0.0,0.0,0.037037037037037035,1.0,0.07142857142857142,0.0,0.08333333333333333,
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1306,O que é utilizado para distribuir no volume do reservatório as CPVs conhecidas somente nos poços?,conceito de fácies sísmicas,,"Para distribuir no volume do reservatório as CPVs conhecidas somente nos poços, utiliza-se o conceito de fácies sísmicas, que guia a repartição espacial das CPVs através da construção de uma matriz de proporções de litotipos.",1.0,"The score is 1.00 because the answer is fully relevant to the question about o que é utilizado para distribuir no volume do reservatório as CPVs conhecidas somente nos poços, with no irrelevant statements. Great job staying directly on topic.",,Skipped: empty context.,,Skipped: empty context.,,Skipped: empty context.,1.0,"The actual output matches the expected answer's core content by explicitly stating ""conceito de fácies sísmicas"" as what is used to distribute CPVs known only at wells through the reservoir volume. The added detail about guiding spatial repartition and a lithotype proportion matrix is not contradicted by the expected output, so there is no factual conflict. It is slightly more verbose than necessary, but the meaning remains correct for the given input.",1.0,"The expected output requires identifying that the item used is the ""conceito de fácies sísmicas"". The actual output includes this exact essential element and correctly ties it to distributing CPVs in the reservoir volume from well data. The added detail about spatial repartition and a matriz de proporções de litotipos is extra but does not conflict with the expected answer, so coverage is complete.",1.0,"The response matches the expected concept exactly by stating ""conceito de fácies sísmicas"" as what is used to distribute CPVs known only at wells through the reservoir volume. It uses appropriate geological terminology for the test case, including reservatório, CPVs, poços, and fácies sísmicas, and the added mention of spatial distribution and litotype proportion matrix remains semantically coherent without introducing incorrect geological relations.",1.0,"The actual output is semantically aligned with the expected output because it correctly identifies o ""conceito de fácies sísmicas"" as what is used to distribuir no volume do reservatório as CPVs conhecidas somente nos poços. It preserves the key geological concept from the test case and adds compatible domain detail about repartição espacial and matriz de proporções de litotipos without introducing concept confusion, wrong roles, or inverted relations.",0.13636363636363635,1.0,0.24000000000000002,0.11627906976744186,1.0,0.20833333333333334,0.13636363636363635,1.0,0.24000000000000002,0.0,0.20512820512820512,
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1306,O que é utilizado para distribuir no volume do reservatório as CPVs conhecidas somente nos poços?,conceito de fácies sísmicas,,"Para distribuir no volume do reservatório as CPVs conhecidas somente nos poços, utiliza-se o conceito de fácies sísmicas, que guia a repartição espacial das CPVs por meio da construção de uma matriz de proporções de litotipos.",1.0,The score is 1.00 because the response stays fully focused on what was asked — o método utilizado para distribuir no volume do reservatório as CPVs conhecidas somente nos poços — and there are no irrelevant statements. Clear and directly relevant answer.,,Skipped: empty context.,,Skipped: empty context.,,Skipped: empty context.,1.0,"The actual output matches the expected concept by explicitly stating ""conceito de fácies sísmicas"" for distributing CPVs known only at wells through the reservoir volume. The added detail about guiding spatial distribution and a matriz de proporções de litotipos is consistent with the input and does not contradict the expected output, so wording differences are harmless.",1.0,"The actual output correctly includes the essential expected element, ""conceito de fácies sísmicas"", directly answering what is used to distribute CPVs known only at wells through the reservoir volume. It preserves the key relation from the input about distributing CPVs in the reservoir. The added detail about ""matriz de proporções de litotipos"" is extra but does not conflict with the expected output, so alignment is strong.",1.0,"The response matches the expected concept exactly by identifying ""conceito de fácies sísmicas"" as what is used to distribute CPVs known only at wells through the reservoir volume. It uses appropriate geological terminology for the reservoir context, including CPVs, reservatório, and fácies sísmicas, and the added mention of spatial repartition and a matriz de proporções de litotipos remains domain-coherent rather than introducing incorrect stratigraphic or reservoir relations.",1.0,"The actual output matches the expected concept for the input asking what is used to distribute CPVs in the reservoir volume when they are only known at wells. It correctly identifies 'conceito de fácies sísmicas', preserving the core geological entity and role. The added detail about guiding spatial distribution and a 'matriz de proporções de litotipos' remains semantically consistent and does not introduce concept confusion, inverted relations, or domain misuse.",0.13636363636363635,1.0,0.24000000000000002,0.11627906976744186,1.0,0.20833333333333334,0.13636363636363635,1.0,0.24000000000000002,0.0,0.19999999999999998,
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1309,O que é a matriz de proporções na construção de uma matriz de proporções de litotipos?,uma ferramenta muito importante para capturar o comportamento espacial dos litotipos,,"A matriz de proporções na construção de uma matriz de proporções de litotipos é uma ferramenta que representa a distribuição espacial das proporções de diferentes litotipos (tipos de rocha) dentro de um reservatório, guiada por fácies sísmicas e pelos dados conhecidos nos poços. Ela permite capturar o comportamento espacial dos litotipos e auxilia na modelagem geoestatística, complementando a análise estrutural feita pelos variogramas.",1.0,"The score is 1.00 because the answer is fully relevant to the question about a matriz de proporções de litotipos, with no irrelevant statements. Great job staying focused and directly addressing the input.",,Skipped: empty context.,,Skipped: empty context.,,Skipped: empty context.,1.0,"The actual output matches the expected meaning: it identifies the matriz de proporções as a tool for capturing the spatial behavior/distribution of litotipos, which is the core expected answer. It adds extra context about reservatórios, fácies sísmicas, poços, and modelagem geoestatística, but these details do not contradict the expected output. There are no factual mistakes relative to the expected response, only harmless elaboration.",1.0,"The actual output fully includes the essential expected idea that the matriz de proporções is an important tool to capture the spatial behavior of litotipos. It directly states 'ferramenta' and 'permite capturar o comportamento espacial dos litotipos,' which matches the core entities and relation from the expected output. The added details about reservatório, fácies sísmicas, poços, and modelagem geoestatística are extra but do not conflict with the expected answer.",0.9,"The response aligns well with the expected idea that the matriz de proporções is a tool to capture the comportamento espacial dos litotipos, using appropriate geological terms such as litotipos, reservatório, fácies sísmicas, poços, and modelagem geoestatística. It is semantically coherent and domain-appropriate, but it adds details like guidance by fácies sísmicas and complementing variogramas that are not present in the expected output, so it is slightly more expansive than required.",0.9,"The actual output is semantically well aligned with the expected output because it correctly identifies the matriz de proporções as a tool used to capture the comportamento espacial dos litotipos, which is the core geological meaning required. It also stays within the correct domain of litotipos and spatial modeling. A small penalty is warranted because it adds extra details such as reservatório, fácies sísmicas, dados de poços, and variogramas, which are not present in the expected output and could slightly narrow or over-specify the concept.",0.1095890410958904,0.7272727272727273,0.19047619047619047,0.08333333333333333,0.6,0.14634146341463414,0.1095890410958904,0.7272727272727273,0.19047619047619047,0.0,0.2162162162162162,
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1309,O que é a matriz de proporções na construção de uma matriz de proporções de litotipos?,uma ferramenta muito importante para capturar o comportamento espacial dos litotipos,,"A matriz de proporções na construção de uma matriz de proporções de litotipos é uma ferramenta que representa as proporções dos diferentes litotipos (tipos de rochas) em cada volume de um reservatório, usando dados conhecidos dos poços e guiando sua distribuição espacial por fácies sísmicas. Ela é usada na modelagem geoestatística para mapear e analisar a variação espacial desses litotipos.",1.0,"The score is 1.00 because the answer is fully relevant to the question about ""a matriz de proporções"" na construção de uma matriz de proporções de litotipos, with no irrelevant statements. Great job staying precise and on-topic.",,Skipped: empty context.,,Skipped: empty context.,,Skipped: empty context.,0.8,"The actual output matches the expected meaning by describing the matriz de proporções as a tool used to represent and analyze the spatial behavior/distribution of litotipos. It aligns well with the input question and expands with details like reservatório, poços, fácies sísmicas, and modelagem geoestatística. However, it does not explicitly emphasize that it is ""muito importante para capturar o comportamento espacial dos litotipos,"" so it is somewhat more elaborate than the expected output and only implicitly conveys that core phrasing.",0.9,"The response captures the core expected idea that the matriz de proporções is an important tool for representing and analyzing the spatial behavior/distribution of litotipos, which aligns closely with 'capturar o comportamento espacial dos litotipos'. It also correctly ties the concept to reservatório volumes, poços, fácies sísmicas, and modelagem geoestatística. A small deduction is appropriate because it does not explicitly stress 'muito importante' and adds extra details not present in the expected output.",0.9,"The response aligns well with the expected geological meaning by describing the matriz de proporções as a tool for representing and analyzing the spatial behavior/distribution of litotipos, which matches the expected idea of capturar o comportamento espacial dos litotipos. It uses appropriate domain terms such as litotipos, reservatório, fácies sísmicas, and modelagem geoestatística coherently. A minor shortcoming is that it adds details not present in the expected output, like proportions in each reservoir volume and use of well data, which are plausible but slightly more specific than required.",0.9,"The actual output is semantically aligned with the expected output: it correctly describes the matriz de proporções as a tool used to represent and analyze the spatial behavior/distribution of litotipos, which matches the expected idea of capturing their comportamento espacial. It preserves the key geological concepts and roles around litotipos and spatial modeling. A small deduction is warranted because it adds extra details not present in the expected output, such as reservatório, dados dos poços, fácies sísmicas, and modelagem geoestatística, which may be accurate but go beyond the target answer.",0.10144927536231885,0.6363636363636364,0.17500000000000002,0.014705882352941176,0.1,0.02564102564102564,0.08695652173913043,0.5454545454545454,0.15000000000000002,0.0,0.16901408450704225,
