arquivo_fonte,tipo_resposta,question_id,question,expected_question,context,llm_answer,answer_relevancy_score,answer_relevancy_reason,faithfulness_score,faithfulness_reason,contextual_relevancy_score,contextual_relevancy_reason,contextual_recall_score,contextual_recall_reason,correctness_score,correctness_reason,completeness_score,completeness_reason,geological_adequacy_score,geological_adequacy_reason,ontology_alignment_score,ontology_alignment_reason,rouge1_precision,rouge1_recall,rouge1_fmeasure,rouge2_precision,rouge2_recall,rouge2_fmeasure,rougeL_precision,rougeL_recall,rougeL_fmeasure,exact_match,token_f1,eval_error
resultados/petrobras-0-3-com-ontologia-embeddingfirst/batch_71b5272d-2d09-4ac8-b4c8-bbbf2d7f8848-completo.csv,rag,1292,O que representa a fácies sísmica interpretada?,sedimentos clásticos finos,,"Ela representa o litotipo associado ao sinal sísmico: no exemplo, a fácies sísmica interpretada indica se o intervalo corresponde a arenitos muito porosos, a sedimentos clásticos finos ou a margas/calcilutitos.",1.0,"The score is 1.00 because the response appears fully focused on explaining what a fácies sísmica interpretada representa, with no irrelevant statements lowering its relevance. Great job keeping it directly on topic.",,Skipped: empty context.,,Skipped: empty context.,,Skipped: empty context.,0.2,"The expected output is specifically ""sedimentos clásticos finos"", but the actual output gives multiple possible lithologies (""arenitos muito porosos"", ""sedimentos clásticos finos"" ou ""margas/calcilutitos"") instead of identifying the single correct interpretation for this input. Although it includes the expected phrase, it does not match the required answer and introduces factual ambiguity relative to the expected output.",0.2,"The expected output for the question is specifically ""sedimentos clásticos finos"". The actual output mentions that option, but it does not identify it as the answer for this test case and instead adds other alternatives like ""arenitos muito porosos"" and ""margas/calcilutitos"". This fails to clearly capture the single expected relation and includes unnecessary ambiguity, so it only partially aligns.",0.4,"The response uses generally correct geological language, including 'fácies sísmica', 'litotipo', 'arenitos', 'sedimentos clásticos finos' and 'margas/calcilutitos', which aligns with the domain. However, it does not match the expected interpretation for this test case, which is specifically 'sedimentos clásticos finos'. Instead, it broadens the answer into multiple possible lithologies and adds unsupported reservoir-style detail ('arenitos muito porosos'), reducing semantic precision and weakening alignment with the expected geological relation.",0.7,"The actual output stays on the correct geological concept by treating the fácies sísmica interpretada as indicating a litotipo linked to the seismic signal, and it explicitly includes the expected class 'sedimentos clásticos finos'. However, for this test case the expected output is that specific interpretation only, while the response broadens it to multiple alternative lithologies ('arenitos muito porosos' and 'margas/calcilutitos'), reducing semantic precision and introducing ambiguity beyond the expected entity.",0.11428571428571428,1.0,0.20512820512820512,0.08823529411764706,1.0,0.1621621621621622,0.11428571428571428,1.0,0.20512820512820512,0.0,0.18181818181818182,
resultados/petrobras-0-3-com-ontologia-embeddingfirst/batch_71b5272d-2d09-4ac8-b4c8-bbbf2d7f8848-completo.csv,graphrag,1292,O que representa a fácies sísmica interpretada?,sedimentos clásticos finos,,Ela indica o litotipo predominante em cada área do reservatório: • amarelo → arenitos muito porosos; • verde → sedimentos clásticos finos; • azul → margas e calcilutitos.,1.0,"The score is 1.00 because the response is fully relevant to the question ""O que representa a fácies sísmica interpretada?"" and there are no irrelevant statements. It stays at the maximum score since it directly addresses the requested topic in a focused and appropriate way.",,Skipped: empty context.,,Skipped: empty context.,,Skipped: empty context.,0.1,"The expected output is only ""sedimentos clásticos finos"", but the actual output claims the fácies sísmica represents ""o litotipo predominante em cada área do reservatório"" and adds multiple color-to-lithology mappings such as ""amarelo → arenitos muito porosos"" and ""azul → margas e calcilutitos."" This goes beyond the test case and introduces factual content not supported by the expected answer, so it contains contradictions rather than a harmless wording difference.",0.7,"The expected output contains one essential element: the interpreted seismic facies represents ""sedimentos clásticos finos"". The actual output includes this exact item under the green category, so it covers the key expected content. However, it adds extra interpretations for amarelo and azul and frames the answer more broadly as lithotypes across reservoir areas, which goes beyond the expected single relation.",0.2,"The response uses some geological terms appropriately, such as litotipo, reservatório, arenitos, sedimentos clásticos finos, margas, and calcilutitos, which partially satisfies domain-language expectations. However, it does not align with the expected interpretation for the input, which is specifically 'sedimentos clásticos finos'. Instead, it broadens the answer into a color-to-lithology mapping and introduces unsupported entities like 'arenitos muito porosos' and 'margas e calcilutitos'. This weakens semantic coherence and adds geological relations not indicated by the expected output.",0.3,"The expected output is specifically ""sedimentos clásticos finos"", but the actual output expands the interpretation into multiple lithologies and facies classes for different colors, which does not stay semantically aligned with the single expected geological concept. It does include the correct target term associated with verde, but adds unrelated entities like ""arenitos muito porosos"" and ""margas e calcilutitos"", creating concept overreach and weakening precision for the asked fácies sísmica interpretada.",0.16666666666666666,1.0,0.2857142857142857,0.13043478260869565,1.0,0.23076923076923078,0.16666666666666666,1.0,0.2857142857142857,0.0,0.21428571428571425,
resultados/petrobras-0-3-com-ontologia-embeddingfirst/batch_71b5272d-2d09-4ac8-b4c8-bbbf2d7f8848-completo.csv,rag,1304,O que guia a curva vertical de proporções na matriz de proporções para a unidade genética superior do reservatório de Namorado?,respectiva fácies sísmica,,A curva vertical de proporções é guiada pela respectiva fácies sísmica interpretada.,1.0,"The score is 1.00 because the answer stays fully focused on what guides the vertical proportion curve in the proportion matrix for the upper genetic unit of the Namorado reservoir, with no irrelevant statements. Strong, direct relevance throughout.",,Skipped: empty context.,,Skipped: empty context.,,Skipped: empty context.,1.0,"The actual output matches the expected meaning for the input about what guides the vertical proportion curve in the matriz de proporções for the unidade genética superior do reservatório de Namorado. It correctly identifies ""respectiva fácies sísmica"" and only adds harmless wording like ""A curva vertical de proporções é guiada pela"" and ""interpretada,"" with no factual contradiction or mistake.",1.0,"The actual output fully captures the essential expected element from the test case: that the curva vertical de proporções for the unidade genética superior do reservatório de Namorado is guided by the respectiva fácies sísmica. It adds minimal context ('é guiada pela ... interpretada') without changing the meaning, so all key content is covered.",1.0,"The actual output matches the expected geological concept exactly: it identifies the guide for the curva vertical de proporções as the ""respectiva fácies sísmica"". It uses appropriate domain terminology for the Namorado reservoir context, including ""fácies sísmica"" and ""interpretada,"" without introducing incorrect lithologic, stratigraphic, or reservoir relations. The response is semantically coherent and fully aligned with the expected output.",1.0,"The actual output is semantically aligned with the expected output: it identifies that the curva vertical de proporções for the unidade genética superior is guided by the respectiva fácies sísmica. It preserves the key geological concept and relation from the test case, adding only minimal phrasing ('é guiada pela' and 'interpretada') without introducing confusion, wrong entities, or inverted roles.",0.35714285714285715,1.0,0.5263157894736842,0.3076923076923077,1.0,0.47058823529411764,0.35714285714285715,1.0,0.5263157894736842,0.0,0.4,
resultados/petrobras-0-3-com-ontologia-embeddingfirst/batch_71b5272d-2d09-4ac8-b4c8-bbbf2d7f8848-completo.csv,graphrag,1304,O que guia a curva vertical de proporções na matriz de proporções para a unidade genética superior do reservatório de Namorado?,respectiva fácies sísmica,,A curva vertical de proporções é guiada pela respectiva fácies sísmica (interpretada como arenitos muito porosos).,1.0,"The score is 1.00 because the response stays fully focused on what guides the vertical proportion curve in the proportion matrix for the upper genetic unit of the Namorado reservoir, with no irrelevant statements. It directly addresses the question clearly and appropriately.",,Skipped: empty context.,,Skipped: empty context.,,Skipped: empty context.,1.0,"The actual output matches the expected content by identifying that the curva vertical de proporções is guided by the 'respectiva fácies sísmica'. The added detail about 'interpretada como arenitos muito porosos' is not contradicted by the expected output and is a harmless elaboration, so there is no factual mismatch for this input about the unidade genética superior do reservatório de Namorado.",1.0,"The actual output correctly identifies the essential element from the expected output for the question about what guides the curva vertical de proporções na matriz de proporções da unidade genética superior do reservatório de Namorado: ""respectiva fácies sísmica"". The added detail ""interpretada como arenitos muito porosos"" is extra but does not conflict with the expected answer, so all key content is covered.",0.9,"The response aligns closely with the expected geological relation: it correctly identifies that the curva vertical de proporções for the unidade genética superior is guided by the respectiva fácies sísmica. It uses appropriate domain terminology such as ""fácies sísmica"" and ""arenitos muito porosos,"" which is semantically coherent in a reservoir context. A small deduction is warranted because the added interpretation about porosity and lithology is not present in the expected output and introduces extra geological detail beyond the required answer.",0.9,"The actual output is semantically aligned with the expected output because it correctly identifies that the curva vertical de proporções is guided by the respectiva fácies sísmica for the unidade genética superior do reservatório de Namorado. The added detail ""interpretada como arenitos muito porosos"" is extra and not required by the expected output, but it does not invert or confuse the geological relation.",0.2777777777777778,1.0,0.4347826086956522,0.23529411764705882,1.0,0.38095238095238093,0.2777777777777778,1.0,0.4347826086956522,0.0,0.3157894736842105,
resultados/petrobras-0-3-com-ontologia-embeddingfirst/batch_71b5272d-2d09-4ac8-b4c8-bbbf2d7f8848-completo.csv,rag,1305,Qual fácies sísmica é interpretada como sedimentos clásticos finos na matriz de proporções?,verde,,A fácies sísmica representada pela cor verde – interpretada como sedimentos clásticos finos.,1.0,"The score is 1.00 because the answer directly identifies the seismic facies associated with fine clastic sediments as the green facies, which fully answers the question and contains no irrelevant information.",,Skipped: empty context.,,Skipped: empty context.,,Skipped: empty context.,1.0,"The actual output matches the expected meaning for the input asking which fácies sísmica corresponds to sedimentos clásticos finos: it identifies the cor verde, which is exactly the expected output. The added phrase 'A fácies sísmica representada pela cor verde – interpretada como sedimentos clásticos finos' is a harmless wording difference and does not introduce any factual contradiction.",1.0,"The expected output requires identifying the seismic facies color as ""verde"" for the input asking which fácies sísmica corresponds to sedimentos clásticos finos. The actual output includes this essential element explicitly (""cor verde"") and correctly links it to ""sedimentos clásticos finos."" Although more verbose than expected, it fully covers the key fact with no important omissions.",0.9,"The actual output is geologically appropriate and semantically coherent: it correctly identifies the seismic facies associated with “sedimentos clásticos finos” as the green facies, matching the expected output “verde.” It uses proper domain terminology (“fácies sísmica”, “sedimentos clásticos finos”) without misuse of lithologic or stratigraphic concepts. A small deduction is warranted because the response is more verbose than the expected minimal label and adds an interpretation phrase rather than returning only the facies color.",1.0,"The actual output semantically matches the expected output by identifying the fácies sísmica as “verde,” which is exactly the target answer for the input about sedimentos clásticos finos na matriz de proporções. It also preserves the correct geological interpretation by linking the green facies to “sedimentos clásticos finos,” without introducing concept confusion, inverted relations, or misuse of domain-specific terms.",0.06666666666666667,1.0,0.125,0.0,0.0,0.0,0.06666666666666667,1.0,0.125,0.0,0.15384615384615385,
resultados/petrobras-0-3-com-ontologia-embeddingfirst/batch_71b5272d-2d09-4ac8-b4c8-bbbf2d7f8848-completo.csv,graphrag,1305,Qual fácies sísmica é interpretada como sedimentos clásticos finos na matriz de proporções?,verde,,A fácies sísmica verde.,1.0,"The score is 1.00 because the response appears fully aligned with the question and does not include any irrelevant statements. It stays focused on identifying the fácies sísmica interpretada como sedimentos clásticos finos na matriz de proporções, so this is an excellent and fully relevant answer.",,Skipped: empty context.,,Skipped: empty context.,,Skipped: empty context.,1.0,"The actual output matches the expected meaning exactly: it identifies the fácies sísmica as ""verde,"" which is the expected output for the given input about sedimentos clásticos finos na matriz de proporções. The added words ""A fácies sísmica"" are only stylistic and do not introduce any factual contradiction or mistake.",1.0,"The expected output contains a single essential element: the fácies sísmica identified as ""verde"" for sedimentos clásticos finos na matriz de proporções. The actual output fully matches this core content by stating ""A fácies sísmica verde."", adding only harmless wording. It covers the important entity and relation with no omissions.",0.9,"The response aligns strongly with the expected geological identification: it correctly selects the fácies sísmica ""verde"" for sedimentos clásticos finos. It uses appropriate domain terminology (""fácies sísmica"") and is semantically coherent with the input, though it is slightly more verbose than the expected single-word output.",1.0,"The actual output is semantically aligned with the expected answer: it identifies the fácies sísmica as ""verde,"" which matches the expected output for the input asking which facies is interpreted as sedimentos clásticos finos na matriz de proporções. The added words ""A fácies sísmica"" do not change the geological meaning, and there is no concept confusion, role inversion, or misuse of domain-specific terms.",0.16666666666666666,1.0,0.2857142857142857,0.0,0.0,0.0,0.16666666666666666,1.0,0.2857142857142857,0.0,0.4,
resultados/petrobras-0-3-com-ontologia-embeddingfirst/batch_71b5272d-2d09-4ac8-b4c8-bbbf2d7f8848-completo.csv,rag,1306,O que é utilizado para distribuir no volume do reservatório as CPVs conhecidas somente nos poços?,conceito de fácies sísmicas,,O conceito de fácies sísmicas (via a matriz de proporções de litotipos) é que se usa para distribuir no volume do reservatório as CPVs conhecidas apenas nos poços.,1.0,"The score is 1.00 because the answer stayed fully focused on what was asked about distributing the CPVs no volume do reservatório from values known only nos poços, with no irrelevant statements. Great job keeping it precise and directly relevant.",,Skipped: empty context.,,Skipped: empty context.,,Skipped: empty context.,1.0,"The actual output matches the expected concept for the input question: it correctly identifies ""conceito de fácies sísmicas"" as what is used to distribute CPVs no volume do reservatório when they are known only at the wells. The extra detail ""via a matriz de proporções de litotipos"" is not a contradiction and does not change the meaning, so only a minimal deduction, if any, is warranted for added wording beyond the expected output.",1.0,"The expected output requires identifying that the key concept used is o ""conceito de fácies sísmicas"". The actual output includes this exact essential element and correctly relates it to distributing CPVs no volume do reservatório conhecidas apenas nos poços. The added detail about ""via a matriz de proporções de litotipos"" does not conflict with the expected answer, so all important content is covered.",0.9,"The actual output aligns closely with the expected answer by correctly identifying o conceito de fácies sísmicas as the mechanism used to distribuir no volume do reservatório as CPVs conhecidas apenas nos poços. It uses appropriate geological terminology such as reservatório, poços, and fácies sísmicas, and remains semantically coherent. A small deduction is warranted because the added phrase ""via a matriz de proporções de litotipos"" introduces extra detail not present in the expected output and may narrow or alter the intended relation slightly.",0.9,"The response is strongly aligned with the expected output because it correctly identifies ""conceito de fácies sísmicas"" as what is used to distribute CPVs known only at wells through the reservoir volume. It preserves the core geological concept asked in the input and does not invert roles or introduce major semantic errors. The added phrase about ""via a matriz de proporções de litotipos"" is extra detail not present in the expected output, but it does not materially conflict with the intended meaning.",0.1875,1.0,0.3157894736842105,0.16129032258064516,1.0,0.27777777777777773,0.1875,1.0,0.3157894736842105,0.0,0.25,
resultados/petrobras-0-3-com-ontologia-embeddingfirst/batch_71b5272d-2d09-4ac8-b4c8-bbbf2d7f8848-completo.csv,graphrag,1306,O que é utilizado para distribuir no volume do reservatório as CPVs conhecidas somente nos poços?,conceito de fácies sísmicas,,Uma matriz de proporções litotípicas (guiada pelas fácies sísmicas).,1.0,"The score is 1.00 because the answer stays fully focused on what was asked—what is used to distribute the known CPVs from the wells throughout the reservoir volume—with no irrelevant statements. It is complete and directly relevant, so this is an excellent result.",,Skipped: empty context.,,Skipped: empty context.,,Skipped: empty context.,0.8,"The actual output is closely aligned with the expected concept because it explicitly mentions ""fácies sísmicas"", which is the key idea required for the input asking what is used to distribute CPVs in the reservoir volume. However, it adds ""Uma matriz de proporções litotípicas"" instead of directly answering only with ""conceito de fácies sísmicas"", so it is somewhat more specific and not an exact match. There is no clear factual contradiction, but the extra detail makes it slightly less precise than expected.",0.4,"The expected output centers on the concept/entity ""fácies sísmicas"" as what is used to distribute the CPVs in the reservoir volume. The actual output does include this key element via ""guiada pelas fácies sísmicas"", but it shifts the answer to ""Uma matriz de proporções litotípicas"", which is not the expected concept. Because the core expected relation is only partially captured and the main answer introduces a different item, alignment is limited.",0.7,"The response is geologically coherent and uses domain terms appropriately, mentioning ""matriz de proporções litotípicas"" and ""fácies sísmicas"" in the context of distributing properties in a reservoir volume from well control. However, it only partially matches the expected output, which specifically points to the broader ""conceito de fácies sísmicas"" as the key answer. The added notion of a lithotype proportion matrix is plausible but introduces an interpretation not requested, so alignment is moderate rather than exact.",0.6,"The response is partially aligned because it references “fácies sísmicas,” which matches the expected geological concept used to distribute CPVs in the reservoir volume. However, it adds a different entity and mechanism — “Uma matriz de proporções litotípicas” — that is not present in the expected output and shifts the semantic focus away from the requested concept itself. This introduces mild concept drift, so the geological semantics are only partially preserved.",0.38461538461538464,0.8333333333333334,0.5263157894736842,0.25,0.6,0.35294117647058826,0.38461538461538464,0.8333333333333334,0.5263157894736842,0.0,0.46153846153846156,
resultados/petrobras-0-3-com-ontologia-embeddingfirst/batch_71b5272d-2d09-4ac8-b4c8-bbbf2d7f8848-completo.csv,rag,1309,O que é a matriz de proporções na construção de uma matriz de proporções de litotipos?,uma ferramenta muito importante para capturar o comportamento espacial dos litotipos,,"É uma grade 3-D onde se atribui, a cada célula do modelo, a fração (proporção) esperada de cada litotipo, estimada a partir das fácies sísmicas e dos dados dos poços. Essa matriz resume a distribuição espacial dos litotipos e serve de guia para a modelagem geoestatística, complementando os variogramas.",1.0,"The score is 1.00 because the answer stayed fully focused on explaining o que é a matriz de proporções na construção de uma matriz de proporções de litotipos, without introducing irrelevant information. It directly addressed the input clearly and appropriately.",,Skipped: empty context.,,Skipped: empty context.,,Skipped: empty context.,0.8,"The actual output matches the expected meaning for the input about 'matriz de proporções': it describes a model/grid assigning proportions of each litotipo and emphasizes spatial distribution, which aligns with 'uma ferramenta muito importante para capturar o comportamento espacial dos litotipos'. There is no clear factual contradiction. However, it adds details like 'grade 3-D', use of 'fácies sísmicas e dos dados dos poços', and 'complementando os variogramas', which are not supported by the expected output and may go beyond the target answer.",0.8,"The actual output correctly identifies the concept as a matrix/tool that represents the spatial distribution of lithotypes in the model, which aligns with the expected idea of capturing the comportamento espacial dos litotipos. It adds relevant domain details like grade 3-D, proporções por célula, and use with fácies sísmicas and dados dos poços. However, it does not explicitly emphasize that it is a ""ferramenta muito importante,"" so it misses part of the expected characterization.",0.9,"The response uses appropriate geological/modeling terminology for the question, including litotipo, fácies sísmicas, dados dos poços, modelagem geoestatística, and variogramas, showing strong domain coherence. It correctly frames the matriz de proporções as a cell-based representation of expected lithotype proportions and spatial distribution, which aligns well with the expected idea of capturing the comportamento espacial dos litotipos. A small deduction is warranted because the answer adds implementation details like a 'grade 3-D' and guidance for geoestatística that are not stated in the expected output, so it is slightly more specific than the reference rather than matching it directly.",0.9,"The actual output is semantically well aligned with the expected idea of 'uma ferramenta muito importante para capturar o comportamento espacial dos litotipos'. It correctly describes the matriz de proporções as assigning proportions of each litotipo to model cells and emphasizes 'distribuição espacial dos litotipos', which matches the key geological concept in the test case. It also stays within relevant domain entities like litotipos, fácies sísmicas, poços, and modelagem geoestatística. A small deduction is warranted because it adds implementation details such as 'grade 3-D' and use as a guide complementing variogramas, which go beyond the expected concise definition.",0.10526315789473684,0.5454545454545454,0.1764705882352941,0.03571428571428571,0.2,0.06060606060606061,0.08771929824561403,0.45454545454545453,0.14705882352941174,0.0,0.16666666666666669,
resultados/petrobras-0-3-com-ontologia-embeddingfirst/batch_71b5272d-2d09-4ac8-b4c8-bbbf2d7f8848-completo.csv,graphrag,1309,O que é a matriz de proporções na construção de uma matriz de proporções de litotipos?,uma ferramenta muito importante para capturar o comportamento espacial dos litotipos,,"É a ferramenta que, guiada pelas fácies sísmicas, reúne e distribui no espaço as curvas verticais de proporções (CPVs), capturando o comportamento espacial dos litotipos e servindo como complemento aos variogramas na modelagem geoestatística.",1.0,"The score is 1.00 because the response stays fully focused on explaining what the matriz de proporções is in the context of constructing a matriz de proporções de litotipos, with no irrelevant statements. It directly addresses the input clearly and appropriately.",,Skipped: empty context.,,Skipped: empty context.,,Skipped: empty context.,1.0,"The actual output matches the expected meaning for the input about 'matriz de proporções' in litotipo modeling: it explicitly says it is a 'ferramenta' that 'captura o comportamento espacial dos litotipos'. The added details about fácies sísmicas, CPVs, and complemento aos variogramas do not contradict the expected output and are harmless elaborations rather than factual errors.",1.0,"The actual output fully includes the essential content from the expected output for the question about 'matriz de proporções': it explicitly describes it as 'a ferramenta' used to 'captur[ar] o comportamento espacial dos litotipos'. It preserves the key entity and relation required, and the added details about fácies sísmicas, CPVs, and complemento aos variogramas do not conflict with the expected answer.",0.9,"The response aligns closely with the expected idea by defining the matriz de proporções as a tool to capture the spatial behavior of litotipos, using appropriate geological terms such as litotipos, fácies sísmicas, variogramas, and modelagem geoestatística. It is semantically coherent and domain-appropriate, but it adds details like CPVs and complementing variograms that are not present in the expected output, so it is slightly more specific than required.",0.9,"The actual output is semantically aligned with the expected meaning for “matriz de proporções”: it identifies it as a “ferramenta” used to “captur[ar] o comportamento espacial dos litotipos,” which is the core geological concept required. It stays within the correct domain and preserves the intended role in modeling lithotype proportions. Minor extra details such as “guiada pelas fácies sísmicas,” “reúne e distribui... CPVs,” and “complemento aos variogramas” are not in the expected output, but they do not invert or distort the main meaning.",0.15384615384615385,0.5454545454545454,0.24000000000000002,0.10526315789473684,0.4,0.16666666666666666,0.15384615384615385,0.5454545454545454,0.24000000000000002,0.0,0.26666666666666666,
