arquivo_fonte,tipo_resposta,metrica,valor_resumo,valor_recalculado,diferenca_absoluta,status
resultados/petrobras-0-3-com-ontologia-embeddingfirst/batch_71b5272d-2d09-4ac8-b4c8-bbbf2d7f8848-completo.csv,graphrag,answer_relevancy_score,0.9688249400479616,0.9688249400479617,1.1102230246251565e-16,OK
resultados/petrobras-0-3-com-ontologia-embeddingfirst/batch_71b5272d-2d09-4ac8-b4c8-bbbf2d7f8848-completo.csv,graphrag,faithfulness_score,0.961630695443645,0.961630695443645,0.0,OK
resultados/petrobras-0-3-com-ontologia-embeddingfirst/batch_71b5272d-2d09-4ac8-b4c8-bbbf2d7f8848-completo.csv,graphrag,contextual_relevancy_score,0.2801685923988082,0.2801685923988082,0.0,OK
resultados/petrobras-0-3-com-ontologia-embeddingfirst/batch_71b5272d-2d09-4ac8-b4c8-bbbf2d7f8848-completo.csv,graphrag,contextual_recall_score,1.0,1.0,0.0,OK
resultados/petrobras-0-3-com-ontologia-embeddingfirst/batch_71b5272d-2d09-4ac8-b4c8-bbbf2d7f8848-completo.csv,graphrag,correctness_score,0.9474820143884892,0.9474820143884891,1.1102230246251565e-16,OK
resultados/petrobras-0-3-com-ontologia-embeddingfirst/batch_71b5272d-2d09-4ac8-b4c8-bbbf2d7f8848-completo.csv,graphrag,completeness_score,0.9690647482014388,0.9690647482014387,1.1102230246251565e-16,OK
resultados/petrobras-0-3-com-ontologia-embeddingfirst/batch_71b5272d-2d09-4ac8-b4c8-bbbf2d7f8848-completo.csv,graphrag,geological_adequacy_score,0.9510791366906474,0.9510791366906474,0.0,OK
resultados/petrobras-0-3-com-ontologia-embeddingfirst/batch_71b5272d-2d09-4ac8-b4c8-bbbf2d7f8848-completo.csv,graphrag,ontology_alignment_score,0.9618705035971222,0.9618705035971222,0.0,OK
resultados/petrobras-0-3-com-ontologia-embeddingfirst/batch_71b5272d-2d09-4ac8-b4c8-bbbf2d7f8848-completo.csv,graphrag,token_f1,0.4915655060384957,0.49156550603849575,5.551115123125783e-17,OK
resultados/petrobras-0-3-com-ontologia-embeddingfirst/batch_71b5272d-2d09-4ac8-b4c8-bbbf2d7f8848-completo.csv,rag,answer_relevancy_score,0.9580335731414868,0.958033573141487,1.1102230246251565e-16,OK
resultados/petrobras-0-3-com-ontologia-embeddingfirst/batch_71b5272d-2d09-4ac8-b4c8-bbbf2d7f8848-completo.csv,rag,faithfulness_score,0.946043165467626,0.9460431654676259,1.1102230246251565e-16,OK
resultados/petrobras-0-3-com-ontologia-embeddingfirst/batch_71b5272d-2d09-4ac8-b4c8-bbbf2d7f8848-completo.csv,rag,contextual_relevancy_score,0.2803458531875797,0.28034585318757976,5.551115123125783e-17,OK
resultados/petrobras-0-3-com-ontologia-embeddingfirst/batch_71b5272d-2d09-4ac8-b4c8-bbbf2d7f8848-completo.csv,rag,contextual_recall_score,1.0,1.0,0.0,OK
resultados/petrobras-0-3-com-ontologia-embeddingfirst/batch_71b5272d-2d09-4ac8-b4c8-bbbf2d7f8848-completo.csv,rag,correctness_score,0.9546762589928056,0.9546762589928058,2.220446049250313e-16,OK
resultados/petrobras-0-3-com-ontologia-embeddingfirst/batch_71b5272d-2d09-4ac8-b4c8-bbbf2d7f8848-completo.csv,rag,completeness_score,0.9827338129496402,0.9827338129496405,2.220446049250313e-16,OK
resultados/petrobras-0-3-com-ontologia-embeddingfirst/batch_71b5272d-2d09-4ac8-b4c8-bbbf2d7f8848-completo.csv,rag,geological_adequacy_score,0.9575539568345324,0.9575539568345324,0.0,OK
resultados/petrobras-0-3-com-ontologia-embeddingfirst/batch_71b5272d-2d09-4ac8-b4c8-bbbf2d7f8848-completo.csv,rag,ontology_alignment_score,0.9719424460431654,0.9719424460431656,2.220446049250313e-16,OK
resultados/petrobras-0-3-com-ontologia-embeddingfirst/batch_71b5272d-2d09-4ac8-b4c8-bbbf2d7f8848-completo.csv,rag,token_f1,0.5391700681914018,0.5391700681914018,0.0,OK
resultados/petrobras-0-3-sem-contexto-sem-ontologia/sem_contexto_deepeval_02-06-2026-11-11-07.csv,answer,answer_relevancy_score,0.9883949982870844,0.9883949982870845,1.1102230246251565e-16,OK
resultados/petrobras-0-3-sem-contexto-sem-ontologia/sem_contexto_deepeval_02-06-2026-11-11-07.csv,answer,faithfulness_score,0.6684752198241407,0.6684752198241407,0.0,OK
resultados/petrobras-0-3-sem-contexto-sem-ontologia/sem_contexto_deepeval_02-06-2026-11-11-07.csv,answer,contextual_relevancy_score,0.2579793308210574,0.2579793308210574,0.0,OK
resultados/petrobras-0-3-sem-contexto-sem-ontologia/sem_contexto_deepeval_02-06-2026-11-11-07.csv,answer,contextual_recall_score,0.9712230215827338,0.9712230215827338,0.0,OK
resultados/petrobras-0-3-sem-contexto-sem-ontologia/sem_contexto_deepeval_02-06-2026-11-11-07.csv,answer,correctness_score,0.2179856115107913,0.21798561151079135,5.551115123125783e-17,OK
resultados/petrobras-0-3-sem-contexto-sem-ontologia/sem_contexto_deepeval_02-06-2026-11-11-07.csv,answer,completeness_score,0.2352517985611511,0.2352517985611511,0.0,OK
resultados/petrobras-0-3-sem-contexto-sem-ontologia/sem_contexto_deepeval_02-06-2026-11-11-07.csv,answer,geological_adequacy_score,0.3625899280575539,0.362589928057554,1.1102230246251565e-16,OK
resultados/petrobras-0-3-sem-contexto-sem-ontologia/sem_contexto_deepeval_02-06-2026-11-11-07.csv,answer,ontology_alignment_score,0.2841726618705036,0.2841726618705036,0.0,OK
resultados/petrobras-0-3-sem-contexto-sem-ontologia/sem_contexto_deepeval_02-06-2026-11-11-07.csv,answer,token_f1,0.0885255250655286,0.08852552506552863,2.7755575615628914e-17,OK
resultados/petrobras-0-3-sem-ontologia/batch_3cf910d9-6eda-4a3b-8277-ffe9f09efad8-completo.csv,graphrag,answer_relevancy_score,0.963429256594724,0.9634292565947243,3.3306690738754696e-16,OK
resultados/petrobras-0-3-sem-ontologia/batch_3cf910d9-6eda-4a3b-8277-ffe9f09efad8-completo.csv,graphrag,faithfulness_score,0.9892086330935252,0.9892086330935251,1.1102230246251565e-16,OK
resultados/petrobras-0-3-sem-ontologia/batch_3cf910d9-6eda-4a3b-8277-ffe9f09efad8-completo.csv,graphrag,contextual_relevancy_score,0.2738160121253646,0.27381601212536466,5.551115123125783e-17,OK
resultados/petrobras-0-3-sem-ontologia/batch_3cf910d9-6eda-4a3b-8277-ffe9f09efad8-completo.csv,graphrag,contextual_recall_score,0.9784172661870504,0.9784172661870504,0.0,OK
resultados/petrobras-0-3-sem-ontologia/batch_3cf910d9-6eda-4a3b-8277-ffe9f09efad8-completo.csv,graphrag,correctness_score,0.9424460431654677,0.9424460431654677,0.0,OK
resultados/petrobras-0-3-sem-ontologia/batch_3cf910d9-6eda-4a3b-8277-ffe9f09efad8-completo.csv,graphrag,completeness_score,0.962589928057554,0.9625899280575541,1.1102230246251565e-16,OK
resultados/petrobras-0-3-sem-ontologia/batch_3cf910d9-6eda-4a3b-8277-ffe9f09efad8-completo.csv,graphrag,geological_adequacy_score,0.9517985611510792,0.9517985611510792,0.0,OK
resultados/petrobras-0-3-sem-ontologia/batch_3cf910d9-6eda-4a3b-8277-ffe9f09efad8-completo.csv,graphrag,ontology_alignment_score,0.9568345323741008,0.9568345323741008,0.0,OK
resultados/petrobras-0-3-sem-ontologia/batch_3cf910d9-6eda-4a3b-8277-ffe9f09efad8-completo.csv,graphrag,token_f1,0.5061498240069883,0.5061498240069883,0.0,OK
resultados/petrobras-0-3-sem-ontologia/batch_3cf910d9-6eda-4a3b-8277-ffe9f09efad8-completo.csv,rag,answer_relevancy_score,0.946642685851319,0.946642685851319,0.0,OK
resultados/petrobras-0-3-sem-ontologia/batch_3cf910d9-6eda-4a3b-8277-ffe9f09efad8-completo.csv,rag,faithfulness_score,0.9412470023980816,0.9412470023980813,2.220446049250313e-16,OK
resultados/petrobras-0-3-sem-ontologia/batch_3cf910d9-6eda-4a3b-8277-ffe9f09efad8-completo.csv,rag,contextual_relevancy_score,0.2596808267671577,0.2596808267671577,0.0,OK
resultados/petrobras-0-3-sem-ontologia/batch_3cf910d9-6eda-4a3b-8277-ffe9f09efad8-completo.csv,rag,contextual_recall_score,0.9784172661870504,0.9784172661870504,0.0,OK
resultados/petrobras-0-3-sem-ontologia/batch_3cf910d9-6eda-4a3b-8277-ffe9f09efad8-completo.csv,rag,correctness_score,0.9503597122302158,0.9503597122302158,0.0,OK
resultados/petrobras-0-3-sem-ontologia/batch_3cf910d9-6eda-4a3b-8277-ffe9f09efad8-completo.csv,rag,completeness_score,0.9712230215827338,0.9712230215827338,0.0,OK
resultados/petrobras-0-3-sem-ontologia/batch_3cf910d9-6eda-4a3b-8277-ffe9f09efad8-completo.csv,rag,geological_adequacy_score,0.946043165467626,0.9460431654676259,1.1102230246251565e-16,OK
resultados/petrobras-0-3-sem-ontologia/batch_3cf910d9-6eda-4a3b-8277-ffe9f09efad8-completo.csv,rag,ontology_alignment_score,0.962589928057554,0.9625899280575541,1.1102230246251565e-16,OK
resultados/petrobras-0-3-sem-ontologia/batch_3cf910d9-6eda-4a3b-8277-ffe9f09efad8-completo.csv,rag,token_f1,0.5342511033311659,0.5342511033311658,1.1102230246251565e-16,OK
resultados/petrobras-4-0-com-ontologia-embeddingfirst/batch_f4d1f3cd-3f2e-41ca-b5af-611ea21bcf46-completo.csv,graphrag,answer_relevancy_score,0.9694244604316546,0.9694244604316546,0.0,OK
resultados/petrobras-4-0-com-ontologia-embeddingfirst/batch_f4d1f3cd-3f2e-41ca-b5af-611ea21bcf46-completo.csv,graphrag,faithfulness_score,0.9647482014388488,0.9647482014388489,1.1102230246251565e-16,OK
resultados/petrobras-4-0-com-ontologia-embeddingfirst/batch_f4d1f3cd-3f2e-41ca-b5af-611ea21bcf46-completo.csv,graphrag,contextual_relevancy_score,0.263438599769535,0.26343859976953504,5.551115123125783e-17,OK
resultados/petrobras-4-0-com-ontologia-embeddingfirst/batch_f4d1f3cd-3f2e-41ca-b5af-611ea21bcf46-completo.csv,graphrag,contextual_recall_score,0.9928057553956836,0.9928057553956835,1.1102230246251565e-16,OK
resultados/petrobras-4-0-com-ontologia-embeddingfirst/batch_f4d1f3cd-3f2e-41ca-b5af-611ea21bcf46-completo.csv,graphrag,correctness_score,0.9345323741007194,0.9345323741007194,0.0,OK
resultados/petrobras-4-0-com-ontologia-embeddingfirst/batch_f4d1f3cd-3f2e-41ca-b5af-611ea21bcf46-completo.csv,graphrag,completeness_score,0.966906474820144,0.9669064748201439,1.1102230246251565e-16,OK
resultados/petrobras-4-0-com-ontologia-embeddingfirst/batch_f4d1f3cd-3f2e-41ca-b5af-611ea21bcf46-completo.csv,graphrag,geological_adequacy_score,0.9402877697841726,0.9402877697841726,0.0,OK
resultados/petrobras-4-0-com-ontologia-embeddingfirst/batch_f4d1f3cd-3f2e-41ca-b5af-611ea21bcf46-completo.csv,graphrag,ontology_alignment_score,0.9546762589928056,0.9546762589928057,1.1102230246251565e-16,OK
resultados/petrobras-4-0-com-ontologia-embeddingfirst/batch_f4d1f3cd-3f2e-41ca-b5af-611ea21bcf46-completo.csv,graphrag,token_f1,0.3582552872453199,0.35825528724531996,5.551115123125783e-17,OK
resultados/petrobras-4-0-com-ontologia-embeddingfirst/batch_f4d1f3cd-3f2e-41ca-b5af-611ea21bcf46-completo.csv,rag,answer_relevancy_score,0.9928057553956836,0.9928057553956835,1.1102230246251565e-16,OK
resultados/petrobras-4-0-com-ontologia-embeddingfirst/batch_f4d1f3cd-3f2e-41ca-b5af-611ea21bcf46-completo.csv,rag,faithfulness_score,0.9661870503597124,0.9661870503597123,1.1102230246251565e-16,OK
resultados/petrobras-4-0-com-ontologia-embeddingfirst/batch_f4d1f3cd-3f2e-41ca-b5af-611ea21bcf46-completo.csv,rag,contextual_relevancy_score,0.2625385405960945,0.26253854059609455,5.551115123125783e-17,OK
resultados/petrobras-4-0-com-ontologia-embeddingfirst/batch_f4d1f3cd-3f2e-41ca-b5af-611ea21bcf46-completo.csv,rag,contextual_recall_score,1.0,1.0,0.0,OK
resultados/petrobras-4-0-com-ontologia-embeddingfirst/batch_f4d1f3cd-3f2e-41ca-b5af-611ea21bcf46-completo.csv,rag,correctness_score,0.941726618705036,0.9417266187050358,2.220446049250313e-16,OK
resultados/petrobras-4-0-com-ontologia-embeddingfirst/batch_f4d1f3cd-3f2e-41ca-b5af-611ea21bcf46-completo.csv,rag,completeness_score,0.9719424460431654,0.9719424460431653,1.1102230246251565e-16,OK
resultados/petrobras-4-0-com-ontologia-embeddingfirst/batch_f4d1f3cd-3f2e-41ca-b5af-611ea21bcf46-completo.csv,rag,geological_adequacy_score,0.9438848920863308,0.9438848920863309,1.1102230246251565e-16,OK
resultados/petrobras-4-0-com-ontologia-embeddingfirst/batch_f4d1f3cd-3f2e-41ca-b5af-611ea21bcf46-completo.csv,rag,ontology_alignment_score,0.9633093525179856,0.9633093525179857,1.1102230246251565e-16,OK
resultados/petrobras-4-0-com-ontologia-embeddingfirst/batch_f4d1f3cd-3f2e-41ca-b5af-611ea21bcf46-completo.csv,rag,token_f1,0.3966340867303206,0.3966340867303206,0.0,OK
resultados/petrobras-4-0-sem-contexto-sem-ontologia/sem_contexto_deepeval_01-06-2026-13-47-03.csv,answer,answer_relevancy_score,0.9579136690647484,0.9579136690647483,1.1102230246251565e-16,OK
resultados/petrobras-4-0-sem-contexto-sem-ontologia/sem_contexto_deepeval_01-06-2026-13-47-03.csv,answer,faithfulness_score,0.6256594724220623,0.6256594724220623,0.0,OK
resultados/petrobras-4-0-sem-contexto-sem-ontologia/sem_contexto_deepeval_01-06-2026-13-47-03.csv,answer,contextual_relevancy_score,0.2809552358113509,0.2809552358113509,0.0,OK
resultados/petrobras-4-0-sem-contexto-sem-ontologia/sem_contexto_deepeval_01-06-2026-13-47-03.csv,answer,contextual_recall_score,0.9712230215827338,0.9712230215827338,0.0,OK
resultados/petrobras-4-0-sem-contexto-sem-ontologia/sem_contexto_deepeval_01-06-2026-13-47-03.csv,answer,correctness_score,0.1158273381294964,0.11582733812949642,1.3877787807814457e-17,OK
resultados/petrobras-4-0-sem-contexto-sem-ontologia/sem_contexto_deepeval_01-06-2026-13-47-03.csv,answer,completeness_score,0.1215827338129496,0.12158273381294964,4.163336342344337e-17,OK
resultados/petrobras-4-0-sem-contexto-sem-ontologia/sem_contexto_deepeval_01-06-2026-13-47-03.csv,answer,geological_adequacy_score,0.2625899280575539,0.26258992805755393,5.551115123125783e-17,OK
resultados/petrobras-4-0-sem-contexto-sem-ontologia/sem_contexto_deepeval_01-06-2026-13-47-03.csv,answer,ontology_alignment_score,0.1597122302158273,0.15971223021582737,5.551115123125783e-17,OK
resultados/petrobras-4-0-sem-contexto-sem-ontologia/sem_contexto_deepeval_01-06-2026-13-47-03.csv,answer,token_f1,0.0801471743595009,0.08014717435950094,4.163336342344337e-17,OK
resultados/petrobras-4-0-sem-ontologia/batch_3c43a79b-46f4-493b-9d1c-0877b59f8e91-completo.csv,graphrag,answer_relevancy_score,0.987769784172662,0.9877697841726619,1.1102230246251565e-16,OK
resultados/petrobras-4-0-sem-ontologia/batch_3c43a79b-46f4-493b-9d1c-0877b59f8e91-completo.csv,graphrag,faithfulness_score,0.9568345323741008,0.9568345323741008,0.0,OK
resultados/petrobras-4-0-sem-ontologia/batch_3c43a79b-46f4-493b-9d1c-0877b59f8e91-completo.csv,graphrag,contextual_relevancy_score,0.2702152563663355,0.2702152563663355,0.0,OK
resultados/petrobras-4-0-sem-ontologia/batch_3c43a79b-46f4-493b-9d1c-0877b59f8e91-completo.csv,graphrag,contextual_recall_score,0.9712230215827338,0.9712230215827338,0.0,OK
resultados/petrobras-4-0-sem-ontologia/batch_3c43a79b-46f4-493b-9d1c-0877b59f8e91-completo.csv,graphrag,correctness_score,0.9115107913669064,0.9115107913669064,0.0,OK
resultados/petrobras-4-0-sem-ontologia/batch_3c43a79b-46f4-493b-9d1c-0877b59f8e91-completo.csv,graphrag,completeness_score,0.9410071942446044,0.9410071942446044,0.0,OK
resultados/petrobras-4-0-sem-ontologia/batch_3c43a79b-46f4-493b-9d1c-0877b59f8e91-completo.csv,graphrag,geological_adequacy_score,0.916546762589928,0.9165467625899281,1.1102230246251565e-16,OK
resultados/petrobras-4-0-sem-ontologia/batch_3c43a79b-46f4-493b-9d1c-0877b59f8e91-completo.csv,graphrag,ontology_alignment_score,0.9316546762589928,0.9316546762589928,0.0,OK
resultados/petrobras-4-0-sem-ontologia/batch_3c43a79b-46f4-493b-9d1c-0877b59f8e91-completo.csv,graphrag,token_f1,0.3577712409925767,0.35777124099257673,5.551115123125783e-17,OK
resultados/petrobras-4-0-sem-ontologia/batch_3c43a79b-46f4-493b-9d1c-0877b59f8e91-completo.csv,rag,answer_relevancy_score,0.9778177458033572,0.9778177458033575,2.220446049250313e-16,OK
resultados/petrobras-4-0-sem-ontologia/batch_3c43a79b-46f4-493b-9d1c-0877b59f8e91-completo.csv,rag,faithfulness_score,0.9676258992805756,0.9676258992805755,1.1102230246251565e-16,OK
resultados/petrobras-4-0-sem-ontologia/batch_3c43a79b-46f4-493b-9d1c-0877b59f8e91-completo.csv,rag,contextual_relevancy_score,0.2706759267910347,0.27067592679103475,5.551115123125783e-17,OK
resultados/petrobras-4-0-sem-ontologia/batch_3c43a79b-46f4-493b-9d1c-0877b59f8e91-completo.csv,rag,contextual_recall_score,0.9712230215827338,0.9712230215827338,0.0,OK
resultados/petrobras-4-0-sem-ontologia/batch_3c43a79b-46f4-493b-9d1c-0877b59f8e91-completo.csv,rag,correctness_score,0.920863309352518,0.9208633093525181,1.1102230246251565e-16,OK
